userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,source_file,sentiment_label,fake_news_label
30633927,copywriterldn,"Freelance copywriter, London,UK. Interests: ideas and communication in all media. Wonder what all this Twitter tomfoolery means for the future of advertising.",london,1055.0,2010.0,5985,,1595103271391465472,2022-11-22 17:13:50,0.0,@russianembassy @thetimes @mfa_russia @bbcworld @bbcrussian @telegraph @ft @guardian @skynews @thesun @daily_express @cgtnofficial most of us are far more likely to trust zelensky than your putler. #russiaisaterroriststate,"[{'text': 'RussiaIsATerroristState', 'indices': [198, 222]}]",en,,0.0,False,0,0,1595101002683875328,114718372,RussianEmbassy,False,0,0,,2022-11-22 17:18:36.332687,1122_UkraineCombinedTweetsDeduped.parquet,Positive,0
1571934890559705094,coinmasterspine,Coin Master Free Spins Links Daily Update. Coin Master Hack for free Spins & Coins. Free Coin Master Unlimited Spins Generator - Easy Cheat Link.,"carolina, united state",2178.0,486.0,156,,1596788944665858050,2022-11-27 08:52:05,3.0,"coin master free 30k spin 💯🎉
1.reply ( your level )
2.retweet
3.thumbs up
🎁collect here:→ 
-
-
-
-
#coinmasterspins  
#coinmasterfreespins 
#coinmasterfreespinslink 
#coinmasterspin #coinmasterofficial #coinmastercanada #spin #germany #coinmaster #usa","[{'text': 'CoinMasterspins', 'indices': [122, 138]}, {'text': 'coinmasterfreespins', 'indices': [141, 161]}, {'text': 'coinmasterfreespinslink', 'indices': [163, 187]}, {'text': 'coinmasterspin', 'indices': [189, 204]}, {'text': 'coinmasterofficial', 'indices': [205, 224]}, {'text': 'coinmastercanada', 'indices': [225, 242]}, {'text': 'spin', 'indices': [243, 248]}, {'text': 'Germany', 'indices': [249, 257]}, {'text': 'coinmaster', 'indices': [258, 269]}, {'text': 'USA', 'indices': [270, 274]}]",en,,3.0,False,0,0,0,0,,False,0,0,,2022-11-27 09:19:04.658328,1127_UkraineCombinedTweetsDeduped.parquet,Positive,0
1426648067202338819,propakistanian,Be Positive Do Positive Think Positive live Happy life 😉 Divorced but Happy with 2 baby Boys,pakistan,27.0,67.0,855,,1586023595960332289,2022-10-28 15:54:26,0.0,after twitter deal successful and officially #elonmusk is recognised is owner of #twitter now #dogecoin is on trending like #elonmusk congratulations elonmusk and #dogecoin holders,"[{'text': 'ELONMUSK', 'indices': [45, 54]}, {'text': 'twitter', 'indices': [81, 89]}, {'text': 'dogecoin', 'indices': [94, 103]}, {'text': 'ELONMUSK', 'indices': [124, 133]}, {'text': 'dogecoin', 'indices': [163, 172]}]",en,,1.0,False,0,0,0,0,,False,0,0,,2022-10-28 16:13:07.087231,1028_UkraineCombinedTweetsDeduped.parquet,Positive,0
267044653,delangeleo,"Lumenaut, decentraland, yieldfarmer ,#armyofhodlers. $xlm #bsc $eth $cake stacker, #BTCFlower #hatswapcity 1200+ NFT's(80% worthless fomo nft buys) #DYOR","kyiv, ukraine",4153.0,4734.0,26643,2011-03-16 07:12:20,1567588215900590086,2022-09-07 18:58:49,0.0,@doppelot @bayraktar_1love @geoconfirmed these cranes are always located there!! they where already there before the war!! loading docks!!,[],en,,1.0,False,0,0,1567585630250491904,947707142,doppelot,False,0,0,,2022-09-08 01:17:53.382788,0907_UkraineCombinedTweetsDeduped.parquet,Negative,0
1556247510951366656,footyhub01,"Welcome to Footy Hub! 

Get the Latest Football News,Goals Highlights, Transfer news, Football Fixtures and Results, funny Football Videos and lots more moments","abeokuta, nigeria",45.0,1016.0,981,,1608809772073222144,2022-12-30 12:58:34,0.0,"official: premier league clubs will remember pele’s contribution to football this weekend by holding a minute’s applause prior to kick-offs. 

players and match officials will wear black armbands.

#premierleague #pele #restinpeace","[{'text': 'PremierLeague', 'indices': [198, 212]}, {'text': 'Pele', 'indices': [213, 218]}, {'text': 'RestInPeace', 'indices': [219, 231]}]",en,,2.0,False,0,0,0,0,,False,0,0,,2022-12-30 13:14:14.372935,1230_UkraineCombinedTweetsDeduped.parquet,Positive,0
1549064209035538434,nsxrpqnt,,unknown,44.0,44.0,745,2022-07-18 16:11:57,1562157051744116736,2022-08-23 19:17:19,0.0,“u.s. to announce $3 billion in new military aid for ukraine -official”enough is enough we have our own problems here in the usa 🤬#ukraine,"[{'text': 'Ukraine', 'indices': [130, 138]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-08-23 21:32:56.873893,0823_UkraineCombinedTweetsDeduped.parquet,Negative,0
1560110376951455744,rumorvilla1,Digital News and Entertainment Platform,canada,9.0,5.0,1041,,1620279840359485441,2023-01-31 04:36:31,0.0,"the chemical fire at new toronto &amp; eighth st. resulted in a level 3 hazmat incident

follow @rumorvilla1 #rumorvilla #fire #toronto #mississauga #brampton #ontario #canada #news #canadanews #newsnight #torontonews #incident #hazmat #chemicals #route #people","[{'text': 'rumorvilla', 'indices': [132, 143]}, {'text': 'fire', 'indices': [144, 149]}, {'text': 'Toronto', 'indices': [150, 158]}, {'text': 'mississauga', 'indices': [159, 171]}, {'text': 'Brampton', 'indices': [172, 181]}, {'text': 'Ontario', 'indices': [182, 190]}, {'text': 'Canada', 'indices': [191, 198]}, {'text': 'news', 'indices': [199, 204]}, {'text': 'Canadanews', 'indices': [205, 216]}, {'text': 'Newsnight', 'indices': [217, 227]}, {'text': 'torontonews', 'indices': [228, 240]}, {'text': 'Incident', 'indices': [241, 250]}, {'text': 'hazmat', 'indices': [251, 258]}, {'text': 'chemicals', 'indices': [259, 269]}, {'text': 'route', 'indices': [270, 276]}, {'text': 'people', 'indices': [277, 284]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2023-01-31 05:47:47.583757,20230131_UkraineCombinedTweetsDeduped.parquet,Negative,1
1400382696346558464,officeamp,Auxiliary Registrar Office of the Panama Maritime Authority in Ukraine provides services to shipping community,unknown,35.0,20.0,42,,1590725138714333184,2022-11-10 15:16:41,0.0,"extension of ukrainian seafarer`s coc and cop until the 30th of june 2023

on 4th of november 2022, ministry of infrastructure of ukraine issued letter 5627/46/14-22 to @imohq   secretary-general h.e. mr. kitack lim.

#official #letter #ukraine","[{'text': 'official', 'indices': [218, 227]}, {'text': 'letter', 'indices': [228, 235]}, {'text': 'Ukraine', 'indices': [236, 244]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-11-10 17:25:24.265083,1110_UkraineCombinedTweetsDeduped.parquet,Neutral,0
1357525215371161600,therightpodcast,"Rob w. The Right Podcast. MS Social Science/Edu. just me, Zoom and free editing software. Rightwing extremism and global history/events.",unknown,636.0,2147.0,14367,,1574019649821286401,2022-09-25 12:55:03,0.0,i’ve found it generally means one is making arguments in lock step with state propaganda much like others did with wmd. the only difference is the government of origin #ukraine #ukrainerussiawar,"[{'text': 'Ukraine', 'indices': [168, 176]}, {'text': 'UkraineRussiaWar', 'indices': [177, 194]}]",en,,1.0,False,0,0,0,0,,True,1573764448074047488,844241493682507776,libertadorzn,2022-09-25 16:43:24.783076,0925_UkraineCombinedTweetsDeduped.parquet,Negative,1
145741371,olyatanas,"Russian energy reporter for Bloomberg News. Views are my own, retweets aren't endorsements. I like books, horses, art, travel and food",moscow,825.0,5289.0,6624,,1580465741853126656,2022-10-13 07:49:31,1.0,"but some officials are worried that the #opec+ production cut has increased volatility in markets, and a us-driven move to cap #russia’s oil prices could instead result in a spike.","[{'text': 'OPEC', 'indices': [40, 45]}, {'text': 'Russia', 'indices': [127, 134]}]",en,,1.0,False,0,0,0,0,,False,0,0,,2022-10-13 09:49:56.837440,1013_UkraineCombinedTweetsDeduped.parquet,Negative,0
1297639914415194112,ukrainiankaa,руденька харків’янка 🦊,"kharkiv, ukraine",22.0,54.0,412,,1572649534563487744,2022-09-21 18:10:42,0.0,everything you need to know about russia and it’s propaganda. everything what russia says is lie.putin doesn’t care about his country and people.putin fucked up 🤡 #russiaisaterroriststate #мобилизация #russian #mobilization #ukraine #ukrainerussiawar #путин #war,"[{'text': 'RussiaIsATerroristState', 'indices': [163, 187]}, {'text': 'мобилизация', 'indices': [188, 200]}, {'text': 'Russian', 'indices': [201, 209]}, {'text': 'mobilization', 'indices': [210, 223]}, {'text': 'Ukraine', 'indices': [224, 232]}, {'text': 'UkraineRussiaWar', 'indices': [233, 250]}, {'text': 'путин', 'indices': [251, 257]}, {'text': 'war', 'indices': [258, 262]}]",en,,5.0,False,0,0,0,0,,False,0,0,,2022-09-21 22:02:22.823742,0921_UkraineCombinedTweetsDeduped.parquet,Negative,1
1509141265677524996,telehuntwatch,Automated DeepL Translation 90 Russian Telegram channels Monitoring Russian disinformation coming from Telegram. video only https://t.co/WXjgE6UL62,ukraine will win,675.0,249.0,200972,,1596298997794234368,2022-11-26 00:25:13,0.0,"new post archived from 🇷🇺 #telegram :
translation &amp; original at the link, text removed to avoid amplifying russian propaganda
archive : 
media : 
#russia","[{'text': 'Telegram', 'indices': [26, 35]}, {'text': 'Russia', 'indices': [196, 203]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-11-26 07:35:29.495935,1126_UkraineCombinedTweetsDeduped.parquet,Negative,1
384625890,lalodagach,Chilean Palestinian • Research on Cults • Political Misanthrope • Cinephile,chile,991.0,25034.0,7101,,1604212365058506752,2022-12-17 20:30:07,0.0,"“attempting to attract more volunteers to the front in #ukraine️, russian propaganda videos try to appeal to russian men through the narratives of patriotism, morality and upward social mobility.”","[{'text': 'Ukraine️', 'indices': [55, 64]}]",en,,1.0,False,0,0,0,0,,False,0,0,,2022-12-18 03:30:26.385309,1217_UkraineCombinedTweetsDeduped.parquet,Positive,1
1526135948039315457,rogeral95492880,𝐘𝐎𝐔 𝐖𝐎𝐍 𝟏𝟎𝟎𝟎 𝐒𝐏𝐈𝐍𝐒 ☞ https://t.co/hMYw1T0Dq7,usa,142.0,205.0,806,,1628707490073280512,2023-02-23 10:45:00,0.0,"👑 rewards spins link is back😎

🎱 like , share
🔮 #retweet,  follow me
🧿 comment thanks
🎯 collect on➡️ 

don't skip any steps 💯
#coinmaster #coinmasterfreespinslink #coinmasterfreespins #coinmasterspins #coinmasterofficial #germany #coinmastersharelink","[{'text': 'Retweet', 'indices': [48, 56]}, {'text': 'coinmaster', 'indices': [149, 160]}, {'text': 'coinmasterfreespinslink', 'indices': [161, 185]}, {'text': 'coinmasterfreespins', 'indices': [186, 206]}, {'text': 'CoinMasterspins', 'indices': [207, 223]}, {'text': 'coinmasterofficial', 'indices': [224, 243]}, {'text': 'Germany', 'indices': [244, 252]}, {'text': 'coinmastersharelink', 'indices': [253, 273]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2023-02-23 11:14:01.403256,20230223_UkraineCombinedTweetsDeduped.parquet,Positive,0
44076814,xrayadams,"Software developer MSPD. Author of MFPlayer HD, Pocket File Manager. Former guitarist. Born in Baku AzSSR - fighting corrupted Azerbaijani regime",los ageles u.s.a.,967.0,355.0,6044,2009-06-02 07:01:45,1569492303206830080,2022-09-13 01:04:59,0.0,"#armenia. it was decided to officially appeal to the #russian federation in order to implement the provisions of the treaty of friendship, cooperation and mutual assistance, as well as to the collective security treaty organization and the un security council, the (1/3)","[{'text': 'Armenia', 'indices': [0, 8]}, {'text': 'Russian', 'indices': [53, 61]}]",en,,1.0,False,0,0,0,0,,False,0,0,,2022-09-13 07:32:10.751974,0913_UkraineCombinedTweetsDeduped.parquet,Positive,0
1393575332477874178,abandule_naif,#freePalestine🇵🇸❤,unknown,63.0,16.0,24,,1595675759670165506,2022-11-24 07:08:41,0.0,"""am german when we win,but i am an immigrant when we lose "" -mesut ozil @m10_official #ozil #mesutözil #germany #humanrights #ughyurmuslims #ozil","[{'text': 'ozil', 'indices': [86, 91]}, {'text': 'mesutözil', 'indices': [92, 102]}, {'text': 'germany', 'indices': [103, 111]}, {'text': 'humanrights', 'indices': [112, 124]}, {'text': 'ughyurmuslims', 'indices': [125, 139]}, {'text': 'ozil', 'indices': [140, 145]}]",en,,1.0,False,0,0,0,0,,False,0,0,,2022-11-24 08:08:16.662977,1124_UkraineCombinedTweetsDeduped.parquet,Negative,0
41123653,tbunews,Objective and Inspiring,unknown,205.0,2058.0,5147,,1592795921435459584,2022-11-16 08:25:15,0.0,"#breakingnews donald j. trump has officially announced 2024 re-election run for the president of the united states of america 🇺🇸🇺🇸🇺🇸

#unitedstates #unity  #politics  #trump #donaldtrump #gop #uselections2024  #maga  #americafirstpolicies #trump2024","[{'text': 'BREAKINGNEWS', 'indices': [0, 13]}, {'text': 'unitedstates', 'indices': [134, 147]}, {'text': 'unity', 'indices': [148, 154]}, {'text': 'politics', 'indices': [156, 165]}, {'text': 'Trump', 'indices': [167, 173]}, {'text': 'DonaldTrump', 'indices': [174, 186]}, {'text': 'GOP', 'indices': [187, 191]}, {'text': 'uselections2024', 'indices': [192, 208]}, {'text': 'MAGA', 'indices': [210, 215]}, {'text': 'AmericaFirstPolicies', 'indices': [217, 238]}, {'text': 'Trump2024', 'indices': [239, 249]}]",en,,1.0,False,0,0,0,0,,False,0,0,,2022-11-16 09:08:02.057538,1116_UkraineCombinedTweetsDeduped.parquet,Positive,0
1226432762103635968,ettel_wen,,unknown,2285.0,423.0,39184,2020-02-09 09:09:04,1560593148732182528,2022-08-19 11:42:55,0.0,"@amnesty resign.
all you can produce is #russian #propaganda .
#agnescalamardmustresign","[{'text': 'Russian', 'indices': [40, 48]}, {'text': 'propaganda', 'indices': [49, 60]}, {'text': 'agnesCalamardMustResign', 'indices': [63, 87]}]",en,,0.0,False,0,0,1559873710626062336,18213483,amnesty,False,0,0,,2022-08-19 16:52:52.904638,0819_UkraineCombinedTweetsDeduped.parquet,Negative,1
1328737113693679616,fgrundordnung,"Menschenrechte, Volkssouveränität, Gewaltenteilung, Verantwortlichkeit der Regierung, Gesetzmäßigkeit der Verwaltung, Unabhängigkeit der Gerichte, ...",unknown,171.0,71.0,1915,,1572625042965692416,2022-09-21 16:33:22,0.0,"@russiaun @mfa_russia @embassyofrussia @russembkenya @russembangola4 @ambrus_drc @rus_emb_sudan @rusembethiopia @africanwatchman @en_forumafrica @un_report #nafo #servicetweet 
#lavrov 🤥held a bilateral meeting with 🇨🇫@fa_touadera. the thugs expressed their support for international terrorism and reconfirmed their ironclad commitment to further suppress internal opposition in order to avoid #russia's total isolation. #unga","[{'text': 'NAFO', 'indices': [156, 161]}, {'text': 'Servicetweet', 'indices': [162, 175]}, {'text': 'Lavrov', 'indices': [177, 184]}, {'text': 'Russia', 'indices': [394, 401]}, {'text': 'UNGA', 'indices': [421, 426]}]",en,,1.0,False,0,0,1572618539529371648,347443535,RussiaUN,False,0,0,,2022-09-21 20:17:01.825101,0921_UkraineCombinedTweetsDeduped.parquet,Negative,0
1518281398771195904,kujedajosh,came to read news,unknown,3.0,4.0,833,,1573254614773792768,2022-09-23 10:15:04,0.0,@friendofrussia hi @twittersupport any news on this #russian #propaganda,"[{'text': 'russian', 'indices': [52, 60]}, {'text': 'propaganda', 'indices': [61, 72]}]",en,,0.0,False,0,0,1573254385073029120,1133192578247954432,friendofrussia,False,0,0,,2022-09-23 13:11:40.940059,0923_UkraineCombinedTweetsDeduped.parquet,Neutral,1
1509141265677524996,telehuntwatch,Automated DeepL Translation 90 Russian Telegram channels Monitoring Russian disinformation coming from Telegram. video only https://t.co/WXjgE6UL62,ukraine will win,675.0,249.0,199506,,1596103345944551426,2022-11-25 11:27:46,0.0,"new post archived from 🇷🇺 #telegram :
translation &amp; original at the link, text removed to avoid amplifying russian propaganda
archive : 
media : 
#russia","[{'text': 'Telegram', 'indices': [26, 35]}, {'text': 'Russia', 'indices': [196, 203]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-11-25 15:04:06.979854,1125_UkraineCombinedTweetsDeduped.parquet,Negative,1
71298686,thestudyofwar,The Institute for the Study of War is a policy research organization focused on U.S. national security. | press@understandingwar.org,washington d.c.,2784.0,425152.3200000003,23610,,1632418964629225473,2023-03-05 16:33:04,17.0,2/ the #wagner group reportedly opened at least three new recruiting centers collocated with russian sporting clubs since #wagnergroup financier yevgeny #prigozhin officially announced that wagner launched recruiting efforts through sports clubs in #russia on march 2.,"[{'text': 'Wagner', 'indices': [7, 14]}, {'text': 'WagnerGroup', 'indices': [122, 134]}, {'text': 'Prigozhin', 'indices': [153, 163]}, {'text': 'Russia', 'indices': [249, 256]}]",en,,99.0,False,0,0,1632418962339241984,71298686,TheStudyofWar,False,0,0,,2023-03-05 21:00:04.870912,20230305_UkraineCombinedTweetsDeduped.parquet,Positive,0
1439956399128207369,open_analytica,"Geopolítica y análisis internacional en ESP🇪🇦 ENG🇬🇧.
📸 https://t.co/0c6aDrGhkV…
✉️ OpenAnalytica@gmail.com",unknown,219.0,249.0,1260,,1590364503153475584,2022-11-09 15:23:39,0.0,"⚠️information to be confirmed:
withdrawal 🇷🇺 of #kherson!!! 
#ukrainerussiawar","[{'text': 'Kherson', 'indices': [48, 56]}, {'text': 'UkraineRussiaWar', 'indices': [61, 78]}]",en,,1.0,False,0,0,0,0,,False,0,0,,2022-11-09 16:42:03.709137,1109_UkraineCombinedTweetsDeduped.parquet,Positive,0
2462268236,johndelacour,Ψυχάριον εἶ βαστάζον νεκρόν.,england,772.0,3584.0,62104,2014-04-24 21:46:04,1566327269743788032,2022-09-04 07:28:16,0.0,"🇷🇺#smo #ukraine 
ségolène royal says that uncorroborated information and propaganda campaigns must be outlawed. she explained that ""it is necessary that the un and the journalistic community establish a ban on the instrumentalization of fear.”","[{'text': 'SMO', 'indices': [2, 6]}, {'text': 'Ukraine', 'indices': [7, 15]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-09-04 10:06:31.078054,0904_UkraineCombinedTweetsDeduped.parquet,Negative,1
1361768369100181506,internl_leaks,"Geopolitics - Foreign Policy -  International Leaks
YouTube - https://t.co/MHfyid7ZYb

For Business Query : Internationalleaksbusiness@gmail.com",world,0.0,5063.0,52694,,1578780053693140993,2022-10-08 16:11:11,0.0,"ukrainian intelligence services are behind the explosion on the #crimean bridge, reports the washington post, citing a representative of the #ukrainian government official.","[{'text': 'Crimean', 'indices': [64, 72]}, {'text': 'Ukrainian', 'indices': [141, 151]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-10-08 20:40:54.478301,1008_UkraineCombinedTweetsDeduped.parquet,Positive,0
